id,correo_usuario,reserva_id,valor,clausula,empresa,tipo
8956,sra.653511@viajesanma.com,104052,15000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",MetLife Chile Seguros de Vida S.A.,Seguro por Demoras en el Viaje
8957,sta.3903315@wass.com,104070,,,,
8958,victoria3491746@wass.com,104077,96000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
8959,Gustavoarias898@wass.com,104089,13000,"Cobertura de gastos médicos por enfermedad o accidente, Evacuación y repatriación sanitaria",Vida Cámara S.A.,Seguro de Asistencia Médica
8960,Ceciliadelatorre330@viajesanma.com,104184,,,,
8961,isabela9012100@wass.com,104287,,,,
8962,mabaar656@viajesanma.com,104312,,,,
8963,concepción9046533@wass.com,104338,,,,
8964,javier4780879@viajesanma.com,104343,,,,
8965,mategugo433@outluc.com,104429,21000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
8966,cltrpu724@marmol.com,104459,,,,
8967,cltrpu724@marmol.com,104467,51000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",BICE Vida Compañía de Seguros S.A.,
8968,cltrpu724@marmol.com,104469,32000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",Vida Cámara S.A.,Seguro de Asistencia Médica
8969,cltrpu724@marmol.com,104473,36000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Consorcio Nacional de Seguros Vida S.A.,Seguro de Responsabilidad Civil
8970,Tomásadorno795@tourket.com,104500,,,,
8971,Tomásadorno795@tourket.com,104504,27000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Seguros Generales Suramericana S.A.,Seguro de Responsabilidad Civil
8972,Josévillegas181@viajesanma.com,,81000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",MetLife Chile Seguros de Vida S.A.,Seguro de Equipaje y Efectos Personales
8973,sradgaes581@marmol.com,,24000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Liberty Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
8974,Leonorsoliz140@outluc.com,104549,,,,
8975,srrevama515@wass.com,104560,97000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
8976,marilu8298269@outluc.com,104565,93000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Consorcio Nacional de Seguros Vida S.A.,Seguro de Interrupción del Viaje
8977,octavio2825116@outluc.com,104617,,,,
8978,Sra.castillo355@wass.com,104636,,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
8979,,104684,,,,
8980,Sra.sanabria958@edubus.cal,104709,,,,
8981,Sra.sanabria958@edubus.cal,104712,,,,
8982,Sra.sanabria958@edubus.cal,104713,,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",MetLife Chile Seguros de Vida S.A.,Seguro de Responsabilidad Civil
8983,mazeza307@viajesanma.com,104719,,,,
8984,guillermina8202874@marmol.com,104746,41000,,MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
8985,guillermina8202874@marmol.com,104747,80000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Vida Cámara S.A.,
8986,srcarimo323@marmol.com,104770,16000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",MetLife Chile Seguros de Vida S.A.,Seguro de Cancelación de Viaje
8987,lola9204912@edubus.cal,104796,,,,
8988,srfrcasa970@tourket.com,104819,65000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Vida Cámara S.A.,Seguro de Asistencia Médica
8989,beatriz1427156@viajesanma.com,104846,78000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",BICE Vida Compañía de Seguros S.A.,Seguro de Cancelación de Viaje
8990,natalia5271573@marmol.com,104900,15000,"Hospitalización y cirugías de emergencia, Cobertura de medicamentos recetados",Renta Nacional Compañía de Seguros Generales S.A.,Seguro de Asistencia Médica
8991,sranmele250@viajesanma.com,104991,35000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Confuturo S.A.,Seguro de Responsabilidad Civil
8992,ansame948@viajesanma.com,105038,78000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",HDI Seguros S.A.,Seguro de Cancelación de Viaje
8993,alejandra5706442@tourket.com,105042,30000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",HDI Seguros S.A.,Seguro de Equipaje y Efectos Personales
8994,,105047,17000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Seguros Generales Suramericana S.A.,Seguro de Interrupción del Viaje
8995,alejandra5706442@tourket.com,105062,59000,"Cobertura de daños a propiedades alquiladas, Gastos legales en caso de demandas civiles",MetLife Chile Seguros de Vida S.A.,Seguro de Responsabilidad Civil
8996,Gustavozelaya652@edubus.cal,,72000,"Reembolso por cancelaciones laborales imprevistas, Cobertura por cancelaciones debido a desastres naturales o disturbios",Confuturo S.A.,Seguro de Cancelación de Viaje
8997,Caridadballesteros263@wass.com,105103,17000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Liberty Compañía de Seguros Generales S.A.,
8998,Ramóncovarrubias178@viajesanma.com,105109,,,,
9000,,105208,,,,
9001,pablo8213860@tourket.com,105240,,,,
9004,husaat905@outluc.com,105324,75000,"Reembolso por cancelación debido a enfermedad, accidente o fallecimiento, Cobertura por cancelaciones debido a desastres naturales o disturbios",HDI Seguros S.A.,Seguro de Cancelación de Viaje
9005,Sta.esquibel111@tourket.com,105329,88000,"Cobertura de penalidades por cambio de vuelo, Cobertura por cancelaciones debido a desastres naturales o disturbios",Consorcio Nacional de Seguros Vida S.A.,Seguro de Cancelación de Viaje
9006,,,,,,
9007,Cristiancamarillo609@wass.com,105371,,,,
9008,lourpu923@outluc.com,105485,76000,"Cobertura de gastos médicos por enfermedad o accidente, Cobertura de medicamentos recetados",Vida Cámara S.A.,Seguro de Asistencia Médica
9009,,105506,,,,
9010,esperanza7561972@wass.com,,65000,"Asistencia para reemplazo de documentos de viaje perdidos, Cobertura por pérdida, robo o daño de equipaje",Seguros Generales Suramericana S.A.,Seguro de Equipaje y Efectos Personales
9011,esperanza7561972@wass.com,105532,58000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Indemnización por pérdida de conexiones debido a retrasos",BICE Vida Compañía de Seguros S.A.,Seguro por Demoras en el Viaje
9012,sta.1998150@edubus.cal,105587,91000,"Evacuación y repatriación sanitaria, Cobertura de gastos médicos por enfermedad o accidente",Confuturo S.A.,Seguro de Asistencia Médica
9013,sta.1998150@edubus.cal,105588,94000,"Compensación por imprevistos que obliguen a detener el viaje, Reembolso de gastos no utilizados por interrupción del viaje",,Seguro de Interrupción del Viaje
9014,,105674,,,,
9015,,105679,91000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
9016,girelo892@viajesanma.com,105723,65000,"Cobertura de gastos médicos por enfermedad o accidente, Hospitalización y cirugías de emergencia",Vida Cámara S.A.,Seguro de Asistencia Médica
9017,,105728,90000,"Evacuación y repatriación sanitaria, Hospitalización y cirugías de emergencia",Consorcio Nacional de Seguros Vida S.A.,Seguro de Asistencia Médica
9018,miáncame917@marmol.com,105770,79000,"Gastos legales en caso de demandas civiles, Cobertura de daños a propiedades alquiladas",Liberty Compañía de Seguros Generales S.A.,Seguro de Responsabilidad Civil
9019,miáncame917@marmol.com,,,,,
9020,gealso323@wass.com,105789,,,,
9021,jucasa710@tourket.com,105805,,,,
9022,jucasa710@tourket.com,105810,,,,
9023,salvador3819754@marmol.com,105850,,,,
9024,salvador3819754@marmol.com,105851,,,,
9025,salvador3819754@marmol.com,105856,,,,
9026,,105918,25000,"Cobertura por pérdida, robo o daño de equipaje, Indemnización por retraso en la entrega de equipaje",HDI Seguros S.A.,Seguro de Equipaje y Efectos Personales
9027,marilu2791390@marmol.com,105939,,,,
9028,marilu2791390@marmol.com,105941,78000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Vida Cámara S.A.,Seguro de Interrupción del Viaje
9029,Sra.ochoa758@tourket.com,105960,,,,
9030,Guadalupehernández711@viajesanma.com,105973,98000,"Reembolso de gastos no utilizados por interrupción del viaje, Cobertura de costos adicionales por regreso anticipado",Liberty Compañía de Seguros Generales S.A.,
9031,Guadalupehernández711@viajesanma.com,105975,55000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Renta Nacional Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
9032,,105978,,,,
9033,marisol9736313@wass.com,106006,64000,"Reembolso por cancelaciones laborales imprevistas, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Confuturo S.A.,Seguro de Cancelación de Viaje
9034,joemduro950@wass.com,106108,,,,
9035,jesús6378237@viajesanma.com,106138,,,,
9036,Juliodelgadillo874@tourket.com,106163,24000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",MetLife Chile Seguros de Vida S.A.,Seguro de Cancelación de Viaje
9037,Ramónrolón465@wass.com,106165,,,,
9038,doropi546@tourket.com,106211,,,,
9039,raúl8883626@wass.com,106240,71000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Confuturo S.A.,Seguro de Cancelación de Viaje
9040,óshelo210@outluc.com,106256,,,,
9041,Leticiameléndez767@tourket.com,106262,,,,
9042,irene7416564@edubus.cal,,,,,
9043,irene7416564@edubus.cal,,,,,
9044,cocaba281@wass.com,106365,,,,
9045,Sta.razo193@viajesanma.com,106368,,,,
9046,Sta.razo193@viajesanma.com,,17000,,HDI Seguros S.A.,Seguro de Interrupción del Viaje
9047,srsucava574@viajesanma.com,,,,,
9048,alfredo6007555@edubus.cal,,11000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",MAPFRE Compañía de Seguros Generales de Chile S.A.,Seguro de Asistencia Médica
9049,federico6855281@tourket.com,106412,,,,
9050,jezaca209@viajesanma.com,106456,75000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Reembolso por cancelaciones laborales imprevistas",Seguros Generales Suramericana S.A.,Seguro de Cancelación de Viaje
9051,Amaliacarrillo783@viajesanma.com,106459,,,,
9052,caolli626@edubus.cal,,,,,
9053,luz4136884@tourket.com,106496,47000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelaciones laborales imprevistas",BICE Vida Compañía de Seguros S.A.,Seguro de Cancelación de Viaje
9054,,106540,96000,"Cobertura por pérdida, robo o daño de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Consorcio Nacional de Seguros Vida S.A.,Seguro de Equipaje y Efectos Personales
9055,juan1666343@outluc.com,106550,,,,
9056,Horacioalfaro577@edubus.cal,106564,,,,
9057,Sr.quezada287@outluc.com,106592,,,,
9058,reina7291553@viajesanma.com,106625,71000,"Cobertura de costos adicionales por regreso anticipado, Compensación por imprevistos que obliguen a detener el viaje",MetLife Chile Seguros de Vida S.A.,Seguro de Interrupción del Viaje
9059,reina7291553@viajesanma.com,106630,9000,"Cobertura por daños a terceros durante el viaje, Gastos legales en caso de demandas civiles",Consorcio Nacional de Seguros Vida S.A.,Seguro de Responsabilidad Civil
9060,escapa296@viajesanma.com,106664,28000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",BICE Vida Compañía de Seguros S.A.,Seguro de Interrupción del Viaje
9675,sta.1348576@outluc.com,121701,,,,
11765,galova384@marmol.com,,,,,
11766,,,,,,
9061,escapa296@viajesanma.com,106666,61000,"Cobertura de penalidades por cambio de vuelo, Reembolso por cancelación debido a enfermedad, accidente o fallecimiento",Vida Cámara S.A.,Seguro de Cancelación de Viaje
9062,,106688,60000,"Cobertura de medicamentos recetados, Evacuación y repatriación sanitaria",MetLife Chile Seguros de Vida S.A.,Seguro de Asistencia Médica
9063,srsucava574@viajesanma.com,106695,71000,"Reembolso de gastos no utilizados por interrupción del viaje, Compensación por imprevistos que obliguen a detener el viaje",Liberty Compañía de Seguros Generales S.A.,Seguro de Interrupción del Viaje
9064,sta.2923894@tourket.com,106723,45000,"Cobertura por cancelaciones debido a desastres naturales o disturbios, Cobertura de penalidades por cambio de vuelo",Vida Cámara S.A.,Seguro de Cancelación de Viaje
9065,sancho8488814@wass.com,106725,,,,
9066,blviju147@tourket.com,106737,37000,"Reembolso de gastos adicionales por retrasos en vuelos, Indemnización por pérdida de conexiones debido a retrasos",Liberty Compañía de Seguros Generales S.A.,Seguro por Demoras en el Viaje
9067,blviju147@tourket.com,106743,,,,
9068,jopaal349@viajesanma.com,,,,,
9069,,106785,,,,
9070,,106794,,,,
9071,mateo2993116@wass.com,106812,49000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",Vida Cámara S.A.,Seguro de Responsabilidad Civil
9072,mateo2993116@wass.com,106816,34000,"Cobertura por daños a terceros durante el viaje, Cobertura de daños a propiedades alquiladas",Seguros Generales Suramericana S.A.,Seguro de Responsabilidad Civil
9073,mateo2993116@wass.com,106817,,,,
9074,,106822,47000,"Cobertura de costos adicionales por regreso anticipado, Reembolso de gastos no utilizados por interrupción del viaje",Vida Cámara S.A.,Seguro de Interrupción del Viaje
9075,grgafa303@marmol.com,106832,99000,"Gastos legales en caso de demandas civiles, Cobertura por daños a terceros durante el viaje",HDI Seguros S.A.,
9076,grgafa303@marmol.com,106841,,,,
9077,,106868,81000,"Cobertura de alojamiento y alimentación por retrasos prolongados, Reembolso de gastos adicionales por retrasos en vuelos",Seguros Generales Suramericana S.A.,Seguro por Demoras en el Viaje
9078,sta.6908701@wass.com,106920,28000,"Cobertura de daños a propiedades alquiladas, Cobertura por daños a terceros durante el viaje",BICE Vida Compañía de Seguros S.A.,Seguro de Responsabilidad Civil
9079,sta.6908701@wass.com,106921,74000,"Indemnización por retraso en la entrega de equipaje, Cobertura de artículos electrónicos bajo ciertos límites",Vida Cámara S.A.,Seguro de Equipaje y Efectos Personales
9080,,106923,,,,
9081,Normaquiroz570@viajesanma.com,106931,,,,
9082,Sra.agosto600@marmol.com,106957,,,,
9083,joemseco465@marmol.com,107025,,,,
9084,mabrlo491@edubus.cal,107067,,,,
