nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Jaime Barrientos Cadena,jaime7286643@outluc.com,hDNP73aBtn7,jaime3568549,+56 2 2718 5521,16079243,6632,,,,4
Hugo Garay Urrutia,Hugourrutia241@marmol.com,ie1Hrz4Qesganb,hugaur458,+56 2 0351 2348,25763078,3350,,,,1
Isabel Rojo Arriaga,Isabelarriaga744@marmol.com,dbrF2zZY4u,isroar606,+56 2 7170 5307,10527619,0,,,,2
Santiago Carrera Agosto,santiago174707@outluc.com,PnXc5bVDVm03skqG,sacaag487,+56 9 0985 7879,,5903,,,,
Javier Botello Suárez,javier6801538@edubus.cal,nCVwd9CXBV,javier1170878,+56 2 2047 0873,8585563,22288,,,,8
Reina Tapia Meraz,reina7291553@viajesanma.com,0rUkDHX1,retame460,,9101396,-10868,,,,7
Marcos Rodríquez Valdez,marcos5681537@edubus.cal,5F7VHD5oRWchCq9,marcos6235993,+56 2 2831 9515,2674968,0,,,,9
Juan Colón Juárez,juan5148253@viajes.cl,a9fu6iVGOCPro,jucoju763,+56 9 0419 9760,-11579812,,Diurno,Colmena,Full time,K
Sra. Ana María Barrera Toro,Sra.toro255@viajes.cl,uIEV72itz,sra.8284681,+56 2 7758 4417,8017262,,Nocturno,Más vida,Part time,1
Mariano Jaramillo Meza,majame421@viajes.cl,0TqymmWqrBV23A,mariano5318337,,935194,,Diurno,Banmédica,Part time,9
Roberto Vázquez Rendón,roberto8294932@tourket.com,tg1IFPc4dC9PpJ,Robertorendón931,+56 9 5290 0247,14797804,3062,,,,9
Mariano Abeyta Alfaro,maabal474@marmol.com,S4zbGGu2J6gniZ,maabal844,+56 9 0445 3990,1681940,14864,,,,9
Sta. Marco Antonio Ponce Luna,stmaanpolu392@edubus.cal,X5FtcpO5K,sta.4416403,+56 2 1327 2588,18271014,12430,,,,8
Micaela Heredia Navarrete,Micaelanavarrete851@viajesanma.com,,Micaelanavarrete157,+56 9 1546 0814,28776042,6791,,,,6
Emilio Montañez Sanches,emmosa915@wass.com,dIhg19ThYYNx5gv,emmosa169,+56 2 6974 3185,22483956,10258,,,,1
Mariano Henríquez Perea,Marianoperea654@outluc.com,0sZ0ex8OKPZaQ,mariano8232593,+56 2 2793 8901,,,,,,
María Teresa Colunga Lovato,matecolo762@edubus.cal,pWF9djIW2v6Pg,maría3363222,+56 9 6710 2185,25242811,11403,,,,9
Gloria Chacón Fonseca,Gloriafonseca397@wass.com,NW2OGvtpo0z4,glchfo835,+56 9 5154 2228,20173916,1266,,,,0
Sra. Luz Águilar Montoya,srluágmo560@edubus.cal,7c73nX4mbcifRTjn,,+56 2 3070 3500,10750227,7262,,,,0
Andrea Valladares Curiel,andrea6878927@viajes.cl,lW2i3TTj,anvacu553,+56 9 2429 9956,,,Nocturno,Consalud,Full time,
Elsa Castañeda Olvera,Elsaolvera295@tourket.com,G4Cm2yKnviui,elcaol840,+56 9 0097 0693,21533595,5422,,,,K
Adriana Saavedra Villanueva,Adrianavillanueva830@wass.com,eNTW8JJ3pmY6,adriana7138615,+56 2 7776 1067,8845808,5530,,,,7
Salvador Briseño Salcido,salvador3740869@viajesanma.com,EJ3rixi7,Salvadorsalcido843,+56 9 6930 7761,12439890,3492,,,,8
Mónica Moreno Flórez,mónica1814898@outluc.com,9ZhGSWnES6YIu8,mómofl671,+56 2 3496 0557,21914048,2172,,,,7
Claudio Meraz Corral,clmeco777@viajesanma.com,FfLaOr3ymB2nJ2,claudio6774318,+56 9 8404 4099,10453588,0,,,,7
Sr. Juan Velasco Portillo,sr.8335809@wass.com,H48KQtnpma,Sr.portillo954,+56 2 2139 2166,22843326,7590,,,,8
Maricarmen Sedillo Nieto,maricarmen721553@viajes.cl,bswNTNng36U,maseni301,+56 2 2983 9805,6878706,,,Banmédica,Part time,8
Lorena Lemus Alejandro,lorena2481523@viajes.cl,JEGoHimG2HiB1S,loleal992,+56 2 6785 9051,2802920,,Nocturno,Más vida,Part time,9
Sra. Mercedes Portillo Cerda,Sra.cerda537@viajes.cl,GhcaMKKwCRNV95M,sra.5783697,+56 2 1899 8489,8342133,,Nocturno,,Full time,9
,Sr.tovar378@viajes.cl,b1wRHhIe,srtidejeto110,+56 2 1606 9964,-9295048,,Nocturno,Fonasa,Part time,4
José María Espino Carrasco,jomaesca675@viajes.cl,Z10XitbSPtuNTPlu,josé2085779,+56 9 4894 9731,23357917,,Nocturno,Colmena,Part time,3
Agustín Montes Pizarro,Agustínpizarro490@edubus.cal,xK1tlhPKS2wzj,agmopi189,+56 9 8744 2253,28173817,0,,,,8
Mariano Calderón Escalante,mariano1060145@viajes.cl,V6hty14HzsvR,mariano4366660,+56 2 4855 7161,6812731,,Diurno,Consalud,Full time,9
Gustavo Pulido Ruelas,Gustavoruelas543@wass.com,lTzFEjBLfQbfLy9A,gupuru369,,28844863,1556,,,,9
Marta Gracia Ceballos,marta4893200@wass.com,EkQA7cDJvKB09,magrce794,+56 2 4149 8332,8584303,5724,,,,6
Teodoro Carbajal Zambrano,teodoro9610429@viajes.cl,lDm70v8VBRkx4Bg,Teodorozambrano750,+56 2 9849 3321,5226298,,Nocturno,Consalud,,4
Sancho Benítez Bonilla,Sanchobonilla235@viajes.cl,x7jiF6RYFFY,sabebo341,+56 9 1929 5658,4701442,,Nocturno,Fonasa,,5
Sta. Luz Gil Quintana,stlugiqu902@viajes.cl,bs8YthxggNY,stlugiqu739,+56 9 0586 6869,21082080,,Nocturno,,Full time,9
Sra. Anita Orta Carrion,Sra.carrion912@outluc.com,PEnEZN6p3Bt,Sra.carrion190,+56 9 7322 8660,22892829,-20177,,,,1
,federico730182@edubus.cal,yFwZWr8i,federico9950609,+56 2 7527 3666,19008412,0,,,,4
Cristina Vallejo Delatorre,Cristinadelatorre259@viajes.cl,DJjVm0vv,Cristinadelatorre900,,-18008479,,Diurno,Fonasa,Full time,7
Teresa Guajardo Rosado,teguro469@viajesanma.com,sDGcugVFzM97c1,Teresarosado815,+56 9 8439 6814,11139884,11838,,,,4
Gregorio Adorno Santana,gradsa994@tourket.com,m2f0K8aNepebva,gregorio1434322,+56 2 7471 4833,10314056,5667,,,,0
,sramgalo790@viajes.cl,7K29d5YJ5qxlLyC,sr.9378875,+56 9 3682 3542,24681620,,Nocturno,Colmena,Part time,4
Esperanza Enríquez Ávalos,esenáv806@wass.com,96rEDykedq4u,esenáv122,+56 2 2280 2756,20063269,13863,,,,9
Eva Villa Navarrete,Evanavarrete220@viajes.cl,ErV70U4t,evvina144,+56 2 4877 4195,29879925,,Nocturno,Consalud,Part time,1
Gilberto Guevara Corral,Gilbertocorral449@edubus.cal,L7hsN7P7C,,+56 2 0411 9292,-7924634,2988,,,,4
Jaime Ulibarri Olivera,jaime4680549@viajes.cl,786hPZ3YjKG7hFOZ,Jaimeolivera823,+56 9 8123 4632,10648499,,Nocturno,Colmena,Full time,6
Rocio Espinosa Muro,Rociomuro732@viajes.cl,rkRv5JrX1eCp,Rociomuro395,+56 9 9921 4896,1559796,,Diurno,Fonasa,Part time,8
Sta. Ignacio Cabrera Baca,sta.9358191@wass.com,RasJGD5ocHYtS,Sta.baca102,+56 2 7716 6313,26359501,940,,,,7
Isabel Roybal Ocampo,isrooc986@marmol.com,3Dk8GVj1x3y,Isabelocampo904,+56 9 5558 5287,26571615,332,,,,6
María del Carmen Cepeda Alonso,maría3320104@wass.com,57iiQT3BU,,+56 2 4429 9983,27614188,5018,,,,0
Alicia Barrera Guardado,alicia5355768@marmol.com,sYxBIAzmeYwmi0,Aliciaguardado285,+56 2 3536 1158,,8030,,,,
Jacobo Osorio Márquez,jacobo4899894@viajesanma.com,jKabLWOL5,jaosmá168,+56 2 5582 6825,22284967,8853,,,,5
,pedegu126@viajes.cl,3XIovDMG6Ppi,pedegu969,+56 2 3891 8721,16251839,,Nocturno,Más vida,Full time,9
Beatriz Oquendo Ríos,beatriz8478831@viajes.cl,pKvxVFDBD8pQ2,beoqrí326,+56 2 9603 6394,20572478,,Nocturno,Fonasa,Part time,8
Alejandro Olivas Molina,Alejandromolina571@viajes.cl,rVJ9ZUpoWzr4Z4x,alejandro6075919,+56 9 8240 2082,21664898,,Nocturno,Consalud,Full time,6
Barbara Quintana León,Barbaraleón295@viajesanma.com,NFieFr2mzY15V,baqule596,,24889092,0,,,,4
,hernán6901110@edubus.cal,CtaCfsd99,Hernánvillalpando973,+56 9 8612 3221,15425115,7824,,,,4
Sr. Irene Bañuelos Flórez,,EF8a4LkTqgkD,sr.5525289,+56 2 5851 3241,,15952,,,,
Marisol Guzmán Alaniz,marisol9736313@wass.com,xVMBhTN1gMItq,Marisolalaniz262,+56 2 9682 7381,3598689,7851,,,,8
Esperanza Guardado Duran,esgudu455@viajes.cl,,esgudu962,+56 2 9845 4618,7739283,,Diurno,Consalud,Full time,1
Sr. María Corrales Calderón,sr.2984528@viajes.cl,,srmacoca980,+56 9 6257 7823,13172814,,Diurno,Más vida,Full time,K
José María Cuellar Romo,jomacuro519@marmol.com,306fT5oORugNOTJY,jomacuro724,+56 2 5401 5346,536486,9968,,,,8
Rocio Valdez Vela,,Acxqd4GEx0,,+56 9 4077 5059,13346582,0,,,,0
Rosalia Valdez Esquivel,rovaes978@marmol.com,Dgq4YS1rhZeM3Ou,rovaes558,+56 2 1896 9922,26007650,20178,,,,7
Carlos Nieto Ojeda,Carlosojeda459@marmol.com,7SHOgvd9Ks,Carlosojeda899,+56 9 6948 4642,7063051,13894,,,,6
,ana4177960@viajes.cl,hXS54bleaY2udi,ana867718,,25088147,,Nocturno,Consalud,Part time,9
Sancho de Anda Lozano,sadeanlo750@viajesanma.com,S5jDWXN6IZOfkcC9,sadeanlo376,+56 2 5597 2452,27623017,13455,,,,4
,Benjamínmojica313@tourket.com,s06BmoWb19gG7cZv,benjamín5448931,+56 2 5292 7509,26770684,0,,,,0
Emilia Valdivia Muñiz,,EEWjHUmQ9JHoaM6,emvamu528,+56 2 8367 3113,21828609,,,,,7
Sta. Jaime Quintero Jaime,Sta.jaime103@viajesanma.com,71blUtQ1IuXg3e,Sta.jaime938,+56 2 9502 2419,10955284,15696,,,,4
,bldevi570@tourket.com,wdP8RIsO6q1vQo,bldevi943,+56 9 3843 7815,2807484,8037,,,,0
Sta. Gregorio Urbina Blanco,stgrurbl130@marmol.com,2ASbhUdZg,stgrurbl155,+56 9 0245 6288,18288768,0,,,,4
Luz Domínguez Lugo,Luzlugo949@viajes.cl,S9asASNrYK8wzl,ludolu656,+56 9 4550 5238,9931614,,Diurno,Banmédica,Full time,4
Marcela Valles Gómez,marcela1063339@viajes.cl,Gv03oN2BnC9H,Marcelagómez756,+56 2 9013 1772,19331848,,Nocturno,Fonasa,Full time,7
Eduardo Valencia Gamboa,eduardo3027688@marmol.com,7biGXkbN7au5Dmx,,+56 9 2085 1365,1049583,,,,,0
Víctor Guerrero Mares,víguma940@marmol.com,2XDsQtqy,Víctormares940,+56 9 7906 2882,10288471,10525,,,,K
,Marianoapodaca861@tourket.com,czYt66n0wH9,maliap900,+56 9 0849 6650,6986556,,,,,9
Sra. Lorenzo Flórez Batista,sra.5596864@outluc.com,gNzMeE0hy939y6,Sra.batista423,+56 9 8657 5459,7159877,11128,,,,2
Eloisa Reyna Aguayo,Eloisaaguayo622@outluc.com,Ddd3ojE1eE,Eloisaaguayo847,+56 9 8041 9787,22650795,7758,,,,7
Caridad Molina Velázquez,Caridadvelázquez841@marmol.com,ffXB8uZHOKjy,caridad5221870,+56 9 5090 3113,28361857,7281,,,,9
Pilar Henríquez Pulido,pihepu151@wass.com,d39lmeCsHHs,Pilarpulido837,+56 2 2950 0221,22108216,7502,,,,8
Enrique Candelaria Vera,Enriquevera959@tourket.com,a3Dv9QbC,enrique9056443,+56 9 5627 6738,7176437,0,,,,0
Inés Gaona Mejía,Inésmejía800@viajes.cl,lY1RdwPJK39,ingame721,+56 2 8953 0365,-21975739,,Nocturno,Fonasa,Part time,5
,Amaliacarrero334@outluc.com,FBaFDtIa8K,amjica763,+56 2 8205 6391,21849791,11356,,,,8
Sta. Micaela Armenta Zepeda,stmiarze996@viajes.cl,tHV80dH0D95x,Sta.zepeda133,+56 9 3599 3764,-27823019,,Nocturno,Consalud,Part time,8
Silvia Ruiz Cortés,siruco511@viajes.cl,OlDo8jC6RXnpK,,+56 9 2475 1968,28633273,,Nocturno,Consalud,,0
Beatriz Patiño Bahena,bepaba265@viajes.cl,zUPgXgo9KMFd,Beatrizbahena428,+56 2 2209 3631,19150522,,Nocturno,Banmédica,Full time,0
Soledad Vázquez Prieto,Soledadprieto976@marmol.com,EP8WfMql,soledad9463487,+56 9 9848 0780,21656527,2802,,,,4
Luis Enríquez Hernández,luenhe662@viajes.cl,M7xnI15Ioe,luis7188664,+56 9 6806 6130,9505055,,Diurno,Banmédica,Part time,7
Jerónimo Arteaga Corrales,Jerónimocorrales854@viajes.cl,PFpMPZFdNx9U7xA,jerónimo5608344,+56 2 1625 5369,1679792,,Diurno,Fonasa,Part time,8
Barbara Alicea Arriaga,baalar676@edubus.cal,dG7NT23F8wC,barbara9901110,+56 2 0051 7543,24081567,5336,,,,2
,joluveba101@viajesanma.com,G7g15jPwJgjN9w,joluveba462,+56 9 3326 0129,11854144,0,,,,8
Sr. María Luisa Carbajal Soliz,Sr.soliz253@viajes.cl,yQBmk00C,Sr.soliz743,+56 2 6828 7266,29195661,,Nocturno,Banmédica,Part time,0
Guillermina Salcido Amador,Guillerminaamador450@outluc.com,5OgdUzvzIFmG1VQ,guillermina4797216,+56 9 4910 9482,18258357,948,,,,K
David Velásquez Villagómez,,Fhcv3ILH8k,davevi596,+56 2 7701 0906,13856940,0,,,,3
Sra. Cristina Ramón Uribe,,uoUa8G8HdEO,srcrraur600,+56 9 7302 0966,21051187,0,,,,3
Florencia Camarillo Menchaca,flcame238@viajesanma.com,KzgF2v9BkqJY4wr,flcame497,+56 9 3782 4262,27787113,0,,,,0
Mariana Madrigal Cervántez,mariana585995@wass.com,ZMyCapGogU5ntWNq,mariana7473642,+56 2 1863 8708,14260736,0,,,,0
Sancho Amador Calderón,saamca213@edubus.cal,vtT4pXnSUEcxq,saamca915,+56 2 3736 5825,,0,,,,
Marco Antonio Garrido Sierra,maangasi138@edubus.cal,OJbLD7MUzh8,maangasi974,+56 2 2268 8731,994241,,,,,6
Horacio Galindo Riojas,Horacioriojas705@outluc.com,fGqOq1OPZ,Horacioriojas605,+56 2 4918 8311,7774026,14654,,,,0
Arturo Valdez Verduzco,arturo2419825@marmol.com,AMmxkB4gjICoZV,arvave586,+56 9 7230 7574,28761561,3620,,,,2
Gustavo Rivero Zayas,Gustavozayas212@edubus.cal,,guriza204,+56 2 2340 3817,9590398,5040,,,,3
,,uqC7m9gF,cecilia8775712,+56 2 3005 3820,,2740,,,,
Lola de Jesús Roque,Lolaroque863@viajesanma.com,6tq6WuL50,lola9182484,+56 9 9164 6758,9041178,0,,,,0
Manuela Benítez Patiño,mabepa708@viajes.cl,RS9ROvjR7ts6Ae6X,mabepa372,+56 2 1861 5455,-12770865,,Diurno,Más vida,Part time,7
Jorge Luis Blanco Armenta,Jorgearmenta382@viajes.cl,XGj3tBhoZu5b9,jorge3604214,+56 2 4373 2001,5167256,,Nocturno,Colmena,Part time,9
Rafael Rael Zayas,rafael5002811@marmol.com,,rafael3443637,+56 9 4487 7339,11301441,1613,,,,5
Luisa Zambrano Jasso,luzaja127@viajes.cl,nsziEdEdDT1,luisa5532260,+56 9 8608 1117,18250877,,Nocturno,Banmédica,Full time,2
Manuela Mateo Patiño,mamapa460@viajesanma.com,,mamapa231,,13242755,9725,,,,0
Susana Solano Santacruz,susana9334818@viajesanma.com,P1Ut2gB7sOB,Susanasantacruz653,+56 2 8868 8517,15447084,3478,,,,0
Ana Luisa Villareal Saldivar,Anasaldivar985@viajes.cl,LSIqm7KZ5CC,anluvisa865,+56 9 2322 8767,17196782,,Diurno,Banmédica,Part time,1
Sta. Salvador Benavides Barraza,sta.607395@viajesanma.com,MjkO8AB6aLK,sta.7073469,+56 9 9123 7981,26931615,18698,,,,2
Mateo Raya Valdez,mateo5983221@edubus.cal,93R7cMlkQHEV,Mateovaldez635,+56 2 0871 5971,-3892343,9859,,,,9
Conchita Carreón Barraza,cocaba281@wass.com,RXB6zdpzx8sC,conchita8397891,+56 2 8775 5240,15191207,5288,,,,9
José Eduardo Partida Lugo,josé8365777@viajes.cl,3DD9sOLvr5miT,Josélugo782,+56 9 7445 4972,9939516,,,,Part time,8
Sra. Irene Almonte Paz,sra.5838853@edubus.cal,Nv6BoaGliTfYwwKn,sra.5990837,+56 2 1585 0484,25731263,0,,,,1
Sr. José Luis Noriega Meza,srjolunome408@outluc.com,2lguGHLR,Sr.meza242,+56 9 4661 6297,18674256,12494,,,,7
Marco Antonio Prieto Medrano,maanprme923@edubus.cal,hM6ZY47fpFdaAzm,Marcomedrano273,+56 2 4330 9108,26041053,5400,,,,9
Sr. Jorge Esquivel Águilar,srjoeság861@viajes.cl,,Sr.águilar799,+56 2 2818 8009,17962997,,Diurno,Fonasa,Full time,6
Sra. Mariana Soria Rangel,sra.7402564@viajesanma.com,5HKqoY4Lhea9Pm,sra.6932878,+56 9 2503 2282,11542885,2373,,,,3
Marcela Granado Águilar,Marcelaáguilar314@edubus.cal,WTwR4q51,marcela8941652,+56 9 9756 7130,18000376,,,,,2
Sta. Ángela Delao Herrera,sta.7493179@wass.com,B74f5yX03tI8rB,Sta.herrera935,+56 9 6378 5303,17588145,17895,,,,K
Ramona Malave Galván,Ramonagalván297@marmol.com,hyZvxOnv8wYvTE7,Ramonagalván392,+56 9 4138 1113,14995951,6455,,,,3
Sr. María Teresa Jaimes Olvera,sr.7191278@edubus.cal,Tf21VdTfBn,srmatejaol745,+56 2 1339 9621,22500796,0,,,,9
Sra. Sancho Sáenz Cuellar,srsasácu453@viajes.cl,CXeK4cAj,srsasácu812,+56 2 8080 8706,2419454,,Diurno,Fonasa,,K
Gonzalo Henríquez Holguín,goheho609@viajes.cl,9EMtfEKIUa,Gonzaloholguín323,+56 9 6606 0094,2227318,,Diurno,Consalud,Part time,3
Sta. Eva Anguiano Bahena,Sta.bahena605@marmol.com,,Sta.bahena143,+56 9 8158 6361,27420745,-8332,,,,0
Sr. Diego Escalante Mares,sr.5312626@viajesanma.com,KkbyL05xZVvuS8N,srdiesma899,+56 9 2945 9338,19311000,0,,,,2
Jerónimo Aranda Corrales,jerónimo1946618@viajes.cl,Qkr1BBul67dGF,jerónimo8466688,+56 2 0550 4634,29132822,,Diurno,Banmédica,,9
Ana Luisa Franco Pizarro,Anapizarro552@viajes.cl,2cawgUPul7C7s,Anapizarro972,+56 9 5295 3122,23397959,,Nocturno,Colmena,Part time,7
Alejandro Aguirre Romo,Alejandroromo265@viajes.cl,OH18s32Jt37Wt3,alejandro9905124,+56 9 5479 9820,12482948,,Diurno,,Part time,8
Jaime Mascareñas Urbina,jamaur759@viajes.cl,hMb7Cx129a,Jaimeurbina532,+56 9 2399 7114,14874458,,Nocturno,Colmena,Part time,0
Sra. Gerardo Mota Valladares,srgemova982@marmol.com,sUIE7FwrzvZ,sra.3963437,+56 2 4174 4200,5608029,10715,,,,5
Sra. José Benavides Lozada,srjobelo910@edubus.cal,1zrc2eG9y,Sra.lozada784,+56 9 6300 6757,19769509,5759,,,,9
Óscar Corrales Esparza,óscoes804@viajes.cl,jmP5BNFNRvTi7,óscar5441781,+56 2 7828 5792,10295774,,Diurno,Colmena,Full time,1
Sr. José María Casares Márquez,Sr.márquez121@viajes.cl,2Eu57f0S9GVvG3DW,Sr.márquez993,+56 2 0639 2538,29765726,,Diurno,Fonasa,Full time,7
Francisco Puga Osorio,frpuos409@viajes.cl,O9z6GKw1GlNV,frpuos191,+56 9 2406 2488,15671986,,Diurno,Colmena,Part time,2
Patricia Medrano Puga,pamepu907@tourket.com,rUra1abn,pamepu540,+56 2 8712 5469,23354905,906,,,,3
Bernardo Guerrero Fernández,bernardo5359194@viajes.cl,ISWexi9lg3R,bernardo223474,+56 9 9053 8670,23648903,,Diurno,Consalud,Part time,5
Gonzalo Villa García,goviga599@outluc.com,ajac9ROn9d8Or,goviga214,+56 9 2623 7813,19621880,0,,,,7
Sta. Mónica Ruelas Lemus,stmórule909@viajesanma.com,EM7DyFhL7Cpwe7L,,+56 9 0728 1004,,6488,,,,
Homero Jimínez Quiñones,homero3729848@viajes.cl,fUaWfvAI6r,homero645574,+56 2 2797 9199,3373632,,Diurno,Más vida,Part time,0
Guadalupe Marrero Ortiz,gumaor436@tourket.com,0OeMNDuO,gumaor202,+56 9 0223 6696,7238155,5444,,,,6
Tomás Santiago Barrios,Tomásbarrios980@viajes.cl,zcN7XeWT1Q6o,Tomásbarrios658,+56 2 2369 7250,21940219,,Diurno,Fonasa,Part time,8
Norma Robledo Lugo,norolu882@outluc.com,,norolu348,+56 9 6532 8055,,13428,,,,
Leticia Esquivel Rodarte,leticia5732697@edubus.cal,r95Y40qKau2L,Leticiarodarte440,,18494140,0,,,,6
Sta. Cristobal Gálvez Urías,Sta.urías548@edubus.cal,Ubhlw1N4L8U0W,sta.2093331,+56 2 2621 0641,-24568488,11290,,,,6
Luis Miguel Ornelas Serna,lumiorse429@viajesanma.com,yXOIUPBrYvl0Q,luis7145954,+56 2 8992 8100,-19423573,8473,,,,9
,antonio6677108@marmol.com,7dO4hHxhtcS,antonio8003338,+56 2 8871 3103,28125445,3096,,,,6
Cristian Herrera Partida,cristian7809828@viajes.cl,0HTgOedOW6Pw,,+56 9 9826 9295,,,Diurno,Fonasa,,
Rebeca Mena Abreu,Rebecaabreu983@viajes.cl,FXi3P32zYi,rebeca5043781,+56 2 5344 9359,28847141,,Diurno,,Part time,K
José Luis Tejeda Gollum,jolutego497@marmol.com,Dzkx7qU2,,+56 2 5711 9793,,13740,,,,
Sancho Armenta Monroy,sancho4382704@wass.com,GZV63mIANbTY,Sanchomonroy530,+56 2 4054 7662,2269623,0,,,,8
Rodrigo Montero Rojas,rodrigo4080516@viajesanma.com,JdGfdEt0m5iI2mVE,rodrigo7877685,+56 9 8393 2925,25745992,10486,,,,6
Olivia Feliciano Guzmán,olfegu142@marmol.com,Ti0Fam0rGplp9l,olivia5888735,,23194575,4473,,,,K
Isabela Segovia Mendoza,isseme584@wass.com,z7odT2Vpo1jRP,isseme348,+56 2 1520 2296,24059763,3110,,,,2
Graciela Jimínez Reynoso,graciela7302116@edubus.cal,Oax1aYm8aqX8q16,grjire182,+56 9 5330 6371,18051759,0,,,,6
Ana Luisa Rosas Carrasco,anluroca682@marmol.com,oLpZ34lvbHb9ZQ,ana7864276,+56 2 4076 1142,15608839,3334,,,,0
Jaime Arroyo Burgos,jaarbu744@edubus.cal,zgvBpZsocx9,Jaimeburgos122,+56 9 7449 6022,22654340,3413,,,,6
Jaime Calderón Cortés,Jaimecortés541@wass.com,dKczOO3KkQiyop0Q,Jaimecortés282,+56 9 1950 3653,19438789,14813,,,,K
Guillermina Ferrer Quintanilla,gufequ609@viajes.cl,mYp9coME5lisz,gufequ883,+56 9 4837 3939,9369691,,Nocturno,Fonasa,Part time,3
José Luis Menchaca Jaramillo,Joséjaramillo281@viajesanma.com,vbRyF85K8RNP8,jolumeja211,+56 2 2033 3345,7631826,2240,,,,3
Lorenzo Rocha Sánchez,Lorenzosánchez136@tourket.com,Mh91ghmLPA1,Lorenzosánchez822,+56 9 7903 3600,24976614,8330,,,,3
Sra. Jaime Montez Sepúlveda,sra.5518321@outluc.com,8vJf1j9eSWXM1Kov,srjamose474,+56 9 4207 3489,12739410,0,,,,5
Lorena Zaragoza Gutiérrez,Lorenagutiérrez892@wass.com,9n3lTQHj7Iu,lozagu985,+56 2 0418 9345,10304757,4582,,,,9
Alberto Rincón Espino,alries878@edubus.cal,Arb2DFUy5Pv1P,Albertoespino874,+56 2 1663 4944,10679900,0,,,,8
Sra. César Irizarry Montez,sra.9404690@tourket.com,MvA5Hbwiqm30,,+56 2 2153 2944,27033310,3336,,,,9
Sta. Luis Ozuna Gutiérrez,Sta.gutiérrez862@edubus.cal,DdoGT3wAMt2ll,stluozgu696,+56 2 3052 4650,3571450,1195,,,,2
Norma Cortez Zapata,nocoza609@viajes.cl,kKcxOE5lswO7,norma3417552,+56 2 0772 6809,,,Diurno,Banmédica,Full time,
Sta. Jacobo Jaimes Miramontes,sta.8204248@tourket.com,kgxPLQ0T8OiYu,sta.9814603,+56 9 2268 8176,,9904,,,,
Carlos Verdugo Polanco,cavepo699@outluc.com,a2y8f0MvspGfd,cavepo646,+56 2 4667 1617,26921021,16433,,,,4
Roberto Salas Aragón,rosaar844@wass.com,0gf84cF1poJpcIF,,+56 9 3308 7338,5497804,12934,,,,9
Fernando Orellana Frías,feorfr504@viajes.cl,GOyhMm8YqtRRCl,fernando6473483,+56 2 1167 3202,11947851,,Diurno,Consalud,Part time,0
Concepción Baeza Cabrera,Concepcióncabrera224@viajes.cl,iPy6wm3HO42C,cobaca344,+56 2 6262 5417,11703765,,Nocturno,Más vida,Part time,7
Isabel Salcido Olvera,issaol705@viajes.cl,v6JNgbmIek70r4I,Isabelolvera592,+56 2 4792 8373,,,Diurno,Más vida,Full time,
Lilia Magaña Jasso,lilia618791@viajesanma.com,ZBn9wmowgXKA9,lilia9771435,,11716466,-5780,,,,7
Gilberto Barrios Muñiz,gibamu940@viajesanma.com,hwk3a8fG,gibamu462,+56 2 7598 8119,17152608,5983,,,,6
,luis5025552@viajesanma.com,0lMVqV8QrXQ,Luispizarro248,+56 2 1196 7061,-24329791,0,,,,5
Ernesto Jaramillo Sierra,erjasi436@wass.com,ajYNpr9EDrPKo0J,ernesto3840972,+56 2 3747 4527,11649673,-8464,,,,9
Claudia Cervántez Reyna,,H1gpjVoRD,Claudiareyna621,+56 9 1030 3245,27839544,14849,,,,8
Marcela Cornejo Madrigal,macoma141@edubus.cal,9BpxLZdWQ4uGiv,Marcelamadrigal961,+56 9 9852 4139,27149833,2358,,,,0
Santiago Morales Leiva,santiago3935258@viajes.cl,jWFM9krqpy,Santiagoleiva499,+56 9 2611 3536,22925963,,Nocturno,Colmena,Part time,6
Gonzalo Venegas Escobedo,gonzalo8570454@tourket.com,ov5wN8zctRs,Gonzaloescobedo949,,10578864,8192,,,,9
Gabriela Marrero Flórez,gabriela6221917@viajes.cl,Fnwk0cyguok3,gabriela439154,+56 9 3166 3905,20153680,,Nocturno,Banmédica,Part time,4
Marcos Olivera Perales,,7OppPMItl,maolpe349,+56 9 1535 8890,28039535,,Nocturno,,Full time,8
Claudio Mercado Niño,clmeni227@viajes.cl,Nw6K0JV2,Claudioniño826,+56 9 5484 9014,8077194,,Diurno,Más vida,Full time,0
Daniel Ortega Arroyo,daorar141@edubus.cal,WUhfI6mi4FbO5,daniel9012280,,10577167,0,,,,3
Norma Aponte Abeyta,Normaabeyta972@wass.com,q0iE68icJ,noapab780,+56 2 5251 8806,-23527556,4794,,,,2
Sr. Ana María Arreola Barraza,,cDmFRcI3BxFI2mh,Sr.barraza293,+56 2 2354 7375,,,Diurno,Banmédica,Part time,
Sta. Jorge Caballero Covarrubias,Sta.covarrubias900@viajes.cl,mRF6Wr8K,Sta.covarrubias893,+56 9 7511 1722,29049985,,Nocturno,Colmena,Part time,2
Óscar Becerra Lucero,ósbelu175@tourket.com,JOPI9dwlZy6uI,ósbelu560,+56 9 6422 8390,6444392,9538,,,,5
Reina Santacruz Concepción,Reinaconcepción762@viajesanma.com,,resaco168,+56 9 5803 7061,1901434,,,,,7
Ramón Padilla Narváez,ramón9983625@viajesanma.com,,ramón8301166,+56 9 3868 7740,18147897,0,,,,7
,sra.7188435@outluc.com,nk5l34WKv,sra.1298241,+56 2 6266 5478,26133988,20760,,,,9
